identifier,RWS,transportType,accessAllowed,openingHours,permitRequired,bookingRequired,bookingURL,maxHeight,maxLength,maxWidth,maxWeight,trailerCombinedWith,dateUpdated
open3r-trans-eng-wil-wilt0000352,hwrc-eng-wil-bb3330af,hwrc-trans-03,1,,0,0,,,1.8 m,,,,11/10/2021
open3r-trans-eng-wil-wilt0000353,hwrc-eng-wil-bb3330af,hwrc-trans-04,1,,1,0,,,3.0 m,,,,11/10/2021
open3r-trans-eng-wil-wilt0000354,hwrc-eng-wil-bb3330af,hwrc-trans-05,,,,,,,,,,,4/10/2021
open3r-trans-eng-wil-wilt0000355,hwrc-eng-wil-fb3506gh,hwrc-trans-01,1,,0,0,,2.0 m,,,,,4/10/2021
open3r-trans-eng-wil-wilt0000356,hwrc-eng-wil-fb3506gh,hwrc-trans-02,1,,1,0,,,,,3.5 t,,4/10/2021
open3r-trans-eng-wil-wilt0000357,hwrc-eng-wil-fb3506gh,hwrc-trans-03,1,,0,0,,,1.8 m,,,,11/10/2021
open3r-trans-eng-wil-wilt0000358,hwrc-eng-wil-fb3506gh,hwrc-trans-04,1,,1,0,,,3.0 m,,,,11/10/2021
open3r-trans-eng-wil-wilt0000359,hwrc-eng-wil-fb3506gh,hwrc-trans-05,,,,,,,,,,,4/10/2021
open3r-trans-eng-wil-wilt0000360,hwrc-eng-wil-fb3505xb,hwrc-trans-01,1,,0,0,,2.0 m,,,,,4/10/2021
open3r-trans-eng-wil-wilt0000361,hwrc-eng-wil-fb3505xb,hwrc-trans-02,1,,1,0,,,,,3.5 t,,4/10/2021
open3r-trans-eng-wil-wilt0000362,hwrc-eng-wil-fb3505xb,hwrc-trans-03,1,,0,0,,,1.8 m,,,,11/10/2021
open3r-trans-eng-wil-wilt0000363,hwrc-eng-wil-fb3505xb,hwrc-trans-04,1,,1,0,,,3.0 m,,,,11/10/2021
open3r-trans-eng-wil-wilt0000364,hwrc-eng-wil-fb3505xb,hwrc-trans-05,,,,,,,,,,,4/10/2021
open3r-trans-eng-wil-wilt0000365,hwrc-eng-wil-yp3199en,hwrc-trans-01,1,,0,0,,2.0 m,,,,,4/10/2021
open3r-trans-eng-wil-wilt0000366,hwrc-eng-wil-yp3199en,hwrc-trans-02,1,,1,0,,,,,3.5 t,,4/10/2021
open3r-trans-eng-wil-wilt0000367,hwrc-eng-wil-yp3199en,hwrc-trans-03,1,,0,0,,,1.8 m,,,,11/10/2021
open3r-trans-eng-wil-wilt0000368,hwrc-eng-wil-yp3199en,hwrc-trans-04,1,,1,0,,,3.0 m,,,,11/10/2021
open3r-trans-eng-wil-wilt0000369,hwrc-eng-wil-yp3199en,hwrc-trans-05,,,,,,,,,,,4/10/2021
open3r-trans-eng-wil-wilt0000370,hwrc-eng-wil-fb3505uj,hwrc-trans-01,1,,0,0,,2.0 m,,,,,4/10/2021
open3r-trans-eng-wil-wilt0000371,hwrc-eng-wil-fb3505uj,hwrc-trans-02,1,,1,0,,,,,3.5 t,,4/10/2021
open3r-trans-eng-wil-wilt0000372,hwrc-eng-wil-fb3505uj,hwrc-trans-03,1,,0,0,,,1.8 m,,,,11/10/2021
open3r-trans-eng-wil-wilt0000373,hwrc-eng-wil-fb3505uj,hwrc-trans-04,1,,1,0,,,3.0 m,,,,11/10/2021
open3r-trans-eng-wil-wilt0000374,hwrc-eng-wil-fb3505uj,hwrc-trans-05,,,,,,,,,,,4/10/2021
open3r-trans-eng-wil-wilt0000375,hwrc-eng-wil-fb3506cx,hwrc-trans-01,1,,0,0,,2.0 m,,,,,4/10/2021
open3r-trans-eng-wil-wilt0000376,hwrc-eng-wil-fb3506cx,hwrc-trans-02,1,,1,0,,,,,3.5 t,,4/10/2021
open3r-trans-eng-wil-wilt0000377,hwrc-eng-wil-fb3506cx,hwrc-trans-03,1,,0,0,,,1.8 m,,,,11/10/2021
open3r-trans-eng-wil-wilt0000378,hwrc-eng-wil-fb3506cx,hwrc-trans-04,1,,1,0,,,3.0 m,,,,11/10/2021
open3r-trans-eng-wil-wilt0000379,hwrc-eng-wil-fb3506cx,hwrc-trans-05,,,,,,,,,,,4/10/2021
open3r-trans-eng-wil-wilt0000380,hwrc-eng-wil-fb3506ft,hwrc-trans-01,1,,0,0,,2.0 m,,,,,4/10/2021
open3r-trans-eng-wil-wilt0000381,hwrc-eng-wil-fb3506ft,hwrc-trans-02,1,,1,0,,,,,3.5 t,,4/10/2021
open3r-trans-eng-wil-wilt0000382,hwrc-eng-wil-fb3506ft,hwrc-trans-03,1,,0,0,,,1.8 m,,,,11/10/2021
open3r-trans-eng-wil-wilt0000383,hwrc-eng-wil-fb3506ft,hwrc-trans-04,1,,1,0,,,3.0 m,,,,11/10/2021
open3r-trans-eng-wil-wilt0000384,hwrc-eng-wil-fb3506ft,hwrc-trans-05,,,,,,,,,,,4/10/2021
open3r-trans-eng-wil-wilt0000385,hwrc-eng-wil-fb3506hf,hwrc-trans-01,1,,0,0,,2.0 m,,,,,4/10/2021
open3r-trans-eng-wil-wilt0000386,hwrc-eng-wil-fb3506hf,hwrc-trans-02,1,,1,0,,,,,3.5 t,,4/10/2021
open3r-trans-eng-wil-wilt0000387,hwrc-eng-wil-fb3506hf,hwrc-trans-03,1,,0,0,,,1.8 m,,,,11/10/2021
open3r-trans-eng-wil-wilt0000388,hwrc-eng-wil-fb3506hf,hwrc-trans-04,1,,1,0,,,3.0 m,,,,11/10/2021
open3r-trans-eng-wil-wilt0000389,hwrc-eng-wil-fb3506hf,hwrc-trans-05,,,,,,,,,,,4/10/2021
open3r-trans-eng-ham-hamt0000390,hwrc-eng-ham-db3900mh,hwrc-trans-01,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,2.0 m,,,,,8/10/2021
open3r-trans-eng-ham-hamt0000391,hwrc-eng-ham-db3900mh,hwrc-trans-02,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,,,3.5 t,,8/10/2021
open3r-trans-eng-ham-hamt0000392,hwrc-eng-ham-db3900mh,hwrc-trans-03,0,,,,,,,,,,11/10/2021
open3r-trans-eng-ham-hamt0000393,hwrc-eng-ham-db3900mh,hwrc-trans-04,0,,,,,,,,,,11/10/2021
open3r-trans-eng-ham-hamt0000394,hwrc-eng-ham-db3900mh,hwrc-trans-05,,,,,,,,,,,8/10/2021
open3r-trans-eng-ham-hamt0000395,hwrc-eng-ham-db3901kh,hwrc-trans-01,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,1.75 m,,,,,8/10/2021
open3r-trans-eng-ham-hamt0000396,hwrc-eng-ham-db3901kh,hwrc-trans-02,0,,,,,,,,,,8/10/2021
open3r-trans-eng-ham-hamt0000397,hwrc-eng-ham-db3901kh,hwrc-trans-03,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,1.8 m,,,hwrc-trans-01,11/10/2021
open3r-trans-eng-ham-hamt0000398,hwrc-eng-ham-db3901kh,hwrc-trans-04,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,3.0 m,,3.5 t,hwrc-trans-01,11/10/2021
open3r-trans-eng-ham-hamt0000399,hwrc-eng-ham-db3901kh,hwrc-trans-05,,,,,,,,,,,8/10/2021
open3r-trans-eng-ham-hamt0000400,hwrc-eng-ham-db3901sa,hwrc-trans-01,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,2.0 m,,,,,8/10/2021
open3r-trans-eng-ham-hamt0000401,hwrc-eng-ham-db3901sa,hwrc-trans-02,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,,,3.5 t,,8/10/2021
open3r-trans-eng-ham-hamt0000402,hwrc-eng-ham-db3901sa,hwrc-trans-03,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,1.8 m,,,hwrc-trans-01,11/10/2021
open3r-trans-eng-ham-hamt0000403,hwrc-eng-ham-db3901sa,hwrc-trans-04,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,3.0 m,,3.5 t,hwrc-trans-01,11/10/2021
open3r-trans-eng-ham-hamt0000404,hwrc-eng-ham-db3901sa,hwrc-trans-05,,,,,,,,,,,8/10/2021
open3r-trans-eng-ham-hamt0000405,hwrc-eng-ham-db3901ud,hwrc-trans-01,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,2.0 m,,,,,8/10/2021
open3r-trans-eng-ham-hamt0000406,hwrc-eng-ham-db3901ud,hwrc-trans-02,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,,,3.5 t,,8/10/2021
open3r-trans-eng-ham-hamt0000407,hwrc-eng-ham-db3901ud,hwrc-trans-03,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,1.8 m,,,hwrc-trans-01,11/10/2021
open3r-trans-eng-ham-hamt0000408,hwrc-eng-ham-db3901ud,hwrc-trans-04,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,3.0 m,,3.5 t,hwrc-trans-01,11/10/2021
open3r-trans-eng-ham-hamt0000409,hwrc-eng-ham-db3901ud,hwrc-trans-05,,,,,,,,,,,8/10/2021
open3r-trans-eng-ham-hamt0000410,hwrc-eng-ham-db3901tr,hwrc-trans-01,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,2.0 m,,,,,8/10/2021
open3r-trans-eng-ham-hamt0000411,hwrc-eng-ham-db3901tr,hwrc-trans-02,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,,,3.5 t,,8/10/2021
open3r-trans-eng-ham-hamt0000412,hwrc-eng-ham-db3901tr,hwrc-trans-03,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,1.8 m,,,hwrc-trans-01,11/10/2021
open3r-trans-eng-ham-hamt0000413,hwrc-eng-ham-db3901tr,hwrc-trans-04,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,3.0 m,,3.5 t,hwrc-trans-01,11/10/2021
open3r-trans-eng-ham-hamt0000414,hwrc-eng-ham-db3901tr,hwrc-trans-05,,,,,,,,,,,8/10/2021
open3r-trans-eng-ham-hamt0000415,hwrc-eng-ham-db3902gk,hwrc-trans-01,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,2.0 m,,,,,8/10/2021
open3r-trans-eng-ham-hamt0000416,hwrc-eng-ham-db3902gk,hwrc-trans-02,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,,,3.5 t,,8/10/2021
open3r-trans-eng-ham-hamt0000417,hwrc-eng-ham-db3902gk,hwrc-trans-03,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,1.8 m,,,hwrc-trans-01,11/10/2021
open3r-trans-eng-ham-hamt0000418,hwrc-eng-ham-db3902gk,hwrc-trans-04,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,3.0 m,,3.5 t,hwrc-trans-01,11/10/2021
open3r-trans-eng-ham-hamt0000419,hwrc-eng-ham-db3902gk,hwrc-trans-05,,,,,,,,,,,8/10/2021
open3r-trans-eng-ham-hamt0000420,hwrc-eng-ham-db3902xb,hwrc-trans-01,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,2.0 m,,,,,8/10/2021
open3r-trans-eng-ham-hamt0000421,hwrc-eng-ham-db3902xb,hwrc-trans-02,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,,,3.5 t,,8/10/2021
open3r-trans-eng-ham-hamt0000422,hwrc-eng-ham-db3902xb,hwrc-trans-03,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,1.8 m,,,hwrc-trans-01,11/10/2021
open3r-trans-eng-ham-hamt0000423,hwrc-eng-ham-db3902xb,hwrc-trans-04,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,3.0 m,,3.5 t,hwrc-trans-01,11/10/2021
open3r-trans-eng-ham-hamt0000424,hwrc-eng-ham-db3902xb,hwrc-trans-05,,,,,,,,,,,8/10/2021
open3r-trans-eng-ham-hamt0000425,hwrc-eng-ham-db3900ua,hwrc-trans-01,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,2.0 m,,,,,8/10/2021
open3r-trans-eng-ham-hamt0000426,hwrc-eng-ham-db3900ua,hwrc-trans-02,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,,,3.5 t,,8/10/2021
open3r-trans-eng-ham-hamt0000427,hwrc-eng-ham-db3900ua,hwrc-trans-03,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,1.8 m,,,hwrc-trans-01,11/10/2021
open3r-trans-eng-ham-hamt0000428,hwrc-eng-ham-db3900ua,hwrc-trans-04,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,3.0 m,,3.5 t,hwrc-trans-01,11/10/2021
open3r-trans-eng-ham-hamt0000429,hwrc-eng-ham-db3900ua,hwrc-trans-05,,,,,,,,,,,8/10/2021
open3r-trans-eng-ham-hamt0000430,hwrc-eng-ham-db3903ft,hwrc-trans-01,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,2.0 m,,,,,8/10/2021
open3r-trans-eng-ham-hamt0000431,hwrc-eng-ham-db3903ft,hwrc-trans-02,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,,,3.5 t,,8/10/2021
open3r-trans-eng-ham-hamt0000432,hwrc-eng-ham-db3903ft,hwrc-trans-03,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,1.8 m,,,hwrc-trans-01,11/10/2021
open3r-trans-eng-ham-hamt0000433,hwrc-eng-ham-db3903ft,hwrc-trans-04,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,3.0 m,,3.5 t,hwrc-trans-01,11/10/2021
open3r-trans-eng-ham-hamt0000434,hwrc-eng-ham-db3903ft,hwrc-trans-05,,,,,,,,,,,8/10/2021
open3r-trans-eng-ham-hamt0000435,hwrc-eng-ham-db3901cs,hwrc-trans-01,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,2.0 m,,,,,8/10/2021
open3r-trans-eng-ham-hamt0000436,hwrc-eng-ham-db3901cs,hwrc-trans-02,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,,,3.5 t,,8/10/2021
open3r-trans-eng-ham-hamt0000437,hwrc-eng-ham-db3901cs,hwrc-trans-03,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,1.8 m,,,hwrc-trans-01,11/10/2021
open3r-trans-eng-ham-hamt0000438,hwrc-eng-ham-db3901cs,hwrc-trans-04,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,3.0 m,,3.5 t,hwrc-trans-01,11/10/2021
open3r-trans-eng-ham-hamt0000439,hwrc-eng-ham-db3901cs,hwrc-trans-05,,,,,,,,,,,8/10/2021
open3r-trans-eng-ham-hamt0000440,hwrc-eng-ham-db3903hf,hwrc-trans-01,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,2.0 m,,,,,8/10/2021
open3r-trans-eng-ham-hamt0000441,hwrc-eng-ham-db3903hf,hwrc-trans-02,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,,,3.5 t,,8/10/2021
open3r-trans-eng-ham-hamt0000442,hwrc-eng-ham-db3903hf,hwrc-trans-03,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,1.8 m,,,hwrc-trans-01,11/10/2021
open3r-trans-eng-ham-hamt0000443,hwrc-eng-ham-db3903hf,hwrc-trans-04,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,3.0 m,,3.5 t,hwrc-trans-01,11/10/2021
open3r-trans-eng-ham-hamt0000444,hwrc-eng-ham-db3903hf,hwrc-trans-05,,,,,,,,,,,8/10/2021
open3r-trans-eng-ham-hamt0000445,hwrc-eng-ham-db3902uj,hwrc-trans-01,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,2.0 m,,,,,8/10/2021
open3r-trans-eng-ham-hamt0000446,hwrc-eng-ham-db3902uj,hwrc-trans-02,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,,,3.5 t,,8/10/2021
open3r-trans-eng-ham-hamt0000447,hwrc-eng-ham-db3902uj,hwrc-trans-03,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,1.8 m,,,hwrc-trans-01,11/10/2021
open3r-trans-eng-ham-hamt0000448,hwrc-eng-ham-db3902uj,hwrc-trans-04,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,3.0 m,,3.5 t,hwrc-trans-01,11/10/2021
open3r-trans-eng-ham-hamt0000449,hwrc-eng-ham-db3902uj,hwrc-trans-05,,,,,,,,,,,8/10/2021
open3r-trans-eng-ham-hamt0000450,hwrc-eng-ham-db3901gx,hwrc-trans-01,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,2.0 m,,,,,8/10/2021
open3r-trans-eng-ham-hamt0000451,hwrc-eng-ham-db3901gx,hwrc-trans-02,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,,,3.5 t,,8/10/2021
open3r-trans-eng-ham-hamt0000452,hwrc-eng-ham-db3901gx,hwrc-trans-03,0,,,,,,,,,,11/10/2021
open3r-trans-eng-ham-hamt0000453,hwrc-eng-ham-db3901gx,hwrc-trans-04,0,,,,,,,,,,11/10/2021
open3r-trans-eng-ham-hamt0000454,hwrc-eng-ham-db3901gx,hwrc-trans-05,,,,,,,,,,,8/10/2021
open3r-trans-eng-ham-hamt0000455,hwrc-eng-ham-db3902mn,hwrc-trans-01,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,2.0 m,,,,,8/10/2021
open3r-trans-eng-ham-hamt0000456,hwrc-eng-ham-db3902mn,hwrc-trans-02,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,,,3.5 t,,8/10/2021
open3r-trans-eng-ham-hamt0000457,hwrc-eng-ham-db3902mn,hwrc-trans-03,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,1.8 m,,,hwrc-trans-01,11/10/2021
open3r-trans-eng-ham-hamt0000458,hwrc-eng-ham-db3902mn,hwrc-trans-04,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,3.0 m,,3.5 t,hwrc-trans-01,11/10/2021
open3r-trans-eng-ham-hamt0000459,hwrc-eng-ham-db3902mn,hwrc-trans-05,,,,,,,,,,,8/10/2021
open3r-trans-eng-ham-hamt0000460,hwrc-eng-ham-db3900kk,hwrc-trans-01,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,2.0 m,,,,,8/10/2021
open3r-trans-eng-ham-hamt0000461,hwrc-eng-ham-db3900kk,hwrc-trans-02,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,,,3.5 t,,8/10/2021
open3r-trans-eng-ham-hamt0000462,hwrc-eng-ham-db3900kk,hwrc-trans-03,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,1.8 m,,,hwrc-trans-01,11/10/2021
open3r-trans-eng-ham-hamt0000463,hwrc-eng-ham-db3900kk,hwrc-trans-04,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,3.0 m,,3.5 t,hwrc-trans-01,11/10/2021
open3r-trans-eng-ham-hamt0000464,hwrc-eng-ham-db3900kk,hwrc-trans-05,,,,,,,,,,,8/10/2021
open3r-trans-eng-ham-hamt0000465,hwrc-eng-ham-db3903cx,hwrc-trans-01,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,2.0 m,,,,,8/10/2021
open3r-trans-eng-ham-hamt0000466,hwrc-eng-ham-db3903cx,hwrc-trans-02,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,,,3.5 t,,8/10/2021
open3r-trans-eng-ham-hamt0000467,hwrc-eng-ham-db3903cx,hwrc-trans-03,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,1.8 m,,,hwrc-trans-01,11/10/2021
open3r-trans-eng-ham-hamt0000468,hwrc-eng-ham-db3903cx,hwrc-trans-04,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,3.0 m,,3.5 t,hwrc-trans-01,11/10/2021
open3r-trans-eng-ham-hamt0000469,hwrc-eng-ham-db3903cx,hwrc-trans-05,,,,,,,,,,,8/10/2021
open3r-trans-eng-ham-hamt0000470,hwrc-eng-ham-db3902ht,hwrc-trans-01,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,2.0 m,,,,,8/10/2021
open3r-trans-eng-ham-hamt0000471,hwrc-eng-ham-db3902ht,hwrc-trans-02,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,,,3.5 t,,8/10/2021
open3r-trans-eng-ham-hamt0000472,hwrc-eng-ham-db3902ht,hwrc-trans-03,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,1.8 m,,,hwrc-trans-01,11/10/2021
open3r-trans-eng-ham-hamt0000473,hwrc-eng-ham-db3902ht,hwrc-trans-04,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,3.0 m,,3.5 t,hwrc-trans-01,11/10/2021
open3r-trans-eng-ham-hamt0000474,hwrc-eng-ham-db3902ht,hwrc-trans-05,,,,,,,,,,,8/10/2021
open3r-trans-eng-ham-hamt0000475,hwrc-eng-ham-db3902sd,hwrc-trans-01,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,2.0 m,,,,,8/10/2021
open3r-trans-eng-ham-hamt0000476,hwrc-eng-ham-db3902sd,hwrc-trans-02,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,,,3.5 t,,8/10/2021
open3r-trans-eng-ham-hamt0000477,hwrc-eng-ham-db3902sd,hwrc-trans-03,0,,,,,,,,,,11/10/2021
open3r-trans-eng-ham-hamt0000478,hwrc-eng-ham-db3902sd,hwrc-trans-04,0,,,,,,,,,,11/10/2021
open3r-trans-eng-ham-hamt0000479,hwrc-eng-ham-db3902sd,hwrc-trans-05,,,,,,,,,,,8/10/2021
open3r-trans-eng-ham-hamt0000480,hwrc-eng-ham-db3901fu,hwrc-trans-01,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,2.0 m,,,,,8/10/2021
open3r-trans-eng-ham-hamt0000481,hwrc-eng-ham-db3901fu,hwrc-trans-02,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,,,3.5 t,,8/10/2021
open3r-trans-eng-ham-hamt0000482,hwrc-eng-ham-db3901fu,hwrc-trans-03,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,1.8 m,,,hwrc-trans-01,11/10/2021
open3r-trans-eng-ham-hamt0000483,hwrc-eng-ham-db3901fu,hwrc-trans-04,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,3.0 m,,3.5 t,hwrc-trans-01,11/10/2021
open3r-trans-eng-ham-hamt0000484,hwrc-eng-ham-db3901fu,hwrc-trans-05,,,,,,,,,,,8/10/2021
