identifier,HWRC,transportType,accessAllowed,openingHours,permitRequired,bookingRequired,bookingURL,maxHeight,maxLength,maxWidth,maxWeight,trailerCombinedWith,dateUpdated
,hwrc-eng-som-dp3593fn,hwrc-trans-04,1,,1,0,,,3.0 m,,,hwrc-trans-01,11/10/2021
,hwrc-eng-som-dp3593fn,hwrc-trans-05,1,,0,0,,,,,,,1/10/2021
,hwrc-eng-som-hp3790fv,hwrc-trans-01,1,,0,0,,2.0 m,,,,,1/10/2021
,hwrc-eng-som-hp3790fv,hwrc-trans-02,1,,1,0,,,,,3.5 t,,1/10/2021
,hwrc-eng-som-hp3790fv,hwrc-trans-03,1,,1,0,,,1.8 m,,,hwrc-trans-01,11/10/2021
,hwrc-eng-som-hp3790fv,hwrc-trans-04,1,,1,0,,,3.0 m,,,hwrc-trans-01,11/10/2021
,hwrc-eng-som-hp3790fv,hwrc-trans-05,1,,0,0,,,,,,,1/10/2021
,hwrc-eng-som-hp3190fm,hwrc-trans-01,1,,0,0,,2.0 m,,,,,1/10/2021
,hwrc-eng-som-hp3190fm,hwrc-trans-02,1,,1,0,,,,,3.5 t,,1/10/2021
,hwrc-eng-som-hp3190fm,hwrc-trans-03,1,,1,0,,,1.8 m,,,hwrc-trans-01,11/10/2021
,hwrc-eng-som-hp3190fm,hwrc-trans-04,1,,1,0,,,3.0 m,,,hwrc-trans-01,11/10/2021
,hwrc-eng-som-hp3190fm,hwrc-trans-05,1,,0,0,,,,,,,1/10/2021
,hwrc-eng-som-cp3090fy,hwrc-trans-01,1,,0,0,,2.0 m,,,,,1/10/2021
,hwrc-eng-som-cp3090fy,hwrc-trans-02,1,,1,0,,,,,3.5 t,,1/10/2021
,hwrc-eng-som-cp3090fy,hwrc-trans-03,1,,1,0,,,1.8 m,,,hwrc-trans-01,11/10/2021
,hwrc-eng-som-cp3090fy,hwrc-trans-04,1,,1,0,,,3.0 m,,,hwrc-trans-01,11/10/2021
,hwrc-eng-som-cp3090fy,hwrc-trans-05,0,,,,,,,,,,1/10/2021
,hwrc-eng-som-kb3605kr,hwrc-trans-01,1,,0,0,,2.0 m,,,,,1/10/2021
,hwrc-eng-som-kb3605kr,hwrc-trans-02,1,,1,0,,,,,3.5 t,,1/10/2021
,hwrc-eng-som-kb3605kr,hwrc-trans-03,1,,1,0,,,1.8 m,,,hwrc-trans-01,11/10/2021
,hwrc-eng-som-kb3605kr,hwrc-trans-04,1,,1,0,,,3.0 m,,,hwrc-trans-01,11/10/2021
,hwrc-eng-som-kb3605kr,hwrc-trans-05,0,,,,,,,,,,1/10/2021
,hwrc-eng-som-eb3805gz,hwrc-trans-01,1,,0,0,,2.0 m,,,,,1/10/2021
,hwrc-eng-som-eb3805gz,hwrc-trans-02,1,,1,0,,,,,3.5 t,,1/10/2021
,hwrc-eng-som-eb3805gz,hwrc-trans-03,1,,1,0,,,1.8 m,,,hwrc-trans-01,11/10/2021
,hwrc-eng-som-eb3805gz,hwrc-trans-04,1,,1,0,,,3.0 m,,,hwrc-trans-01,11/10/2021
,hwrc-eng-som-eb3805gz,hwrc-trans-05,0,,,,,,,,,,1/10/2021
,hwrc-eng-som-cp3390fl,hwrc-trans-01,1,,0,0,,2.0 m,,,,,1/10/2021
,hwrc-eng-som-cp3390fl,hwrc-trans-02,1,,1,0,,,,,3.5 t,,1/10/2021
,hwrc-eng-som-cp3390fl,hwrc-trans-03,1,,1,0,,,1.8 m,,,hwrc-trans-01,11/10/2021
,hwrc-eng-som-cp3390fl,hwrc-trans-04,1,,1,0,,,3.0 m,,,hwrc-trans-01,11/10/2021
,hwrc-eng-som-cp3390fl,hwrc-trans-05,0,,,,,,,,,,1/10/2021
,hwrc-eng-som-dp3293ln,hwrc-trans-01,1,,0,0,,2.0 m,,,,,1/10/2021
,hwrc-eng-som-dp3293ln,hwrc-trans-02,1,,1,0,,,,,3.5 t,,1/10/2021
,hwrc-eng-som-dp3293ln,hwrc-trans-03,1,,1,0,,,1.8 m,,,hwrc-trans-01,11/10/2021
,hwrc-eng-som-dp3293ln,hwrc-trans-04,1,,1,0,,,3.0 m,,,hwrc-trans-01,11/10/2021
,hwrc-eng-som-dp3293ln,hwrc-trans-05,0,,,,,,,,,,1/10/2021
,hwrc-eng-som-hp3690fn,hwrc-trans-01,1,,0,0,,2.0 m,,,,,1/10/2021
,hwrc-eng-som-hp3690fn,hwrc-trans-02,1,,1,0,,,,,3.5 t,,1/10/2021
,hwrc-eng-som-hp3690fn,hwrc-trans-03,1,,1,0,,,1.8 m,,,hwrc-trans-01,11/10/2021
,hwrc-eng-som-hp3690fn,hwrc-trans-04,1,,1,0,,,3.0 m,,,hwrc-trans-01,11/10/2021
,hwrc-eng-som-hp3690fn,hwrc-trans-05,0,,,,,,,,,,1/10/2021
,hwrc-eng-dst-ap3897hl,hwrc-trans-01,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-dst-ap3897hl,hwrc-trans-02,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-dst-ap3897hl,hwrc-trans-03,1,,0,0,,,1.8 m,1.2 m,,hwrc-trans-01,11/10/2021
,hwrc-eng-dst-ap3897hl,hwrc-trans-04,0,,,,,,,,,,11/10/2021
,hwrc-eng-dst-ap3897hl,hwrc-trans-05,,,,,,,,,,,4/10/2021
,hwrc-eng-dst-kb3400cy,hwrc-trans-01,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-dst-kb3400cy,hwrc-trans-02,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-dst-kb3400cy,hwrc-trans-03,1,,0,0,,,1.8 m,1.2 m,,hwrc-trans-01,11/10/2021
,hwrc-eng-dst-kb3400cy,hwrc-trans-04,0,,,,,,,,,,11/10/2021
,hwrc-eng-dst-kb3400cy,hwrc-trans-05,,,,,,,,,,,4/10/2021
,hwrc-eng-dst-kb3308xk,hwrc-trans-01,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-dst-kb3308xk,hwrc-trans-02,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-dst-kb3308xk,hwrc-trans-03,1,,0,0,,,1.8 m,1.2 m,,hwrc-trans-01,11/10/2021
,hwrc-eng-dst-kb3308xk,hwrc-trans-04,0,,,,,,,,,,11/10/2021
,hwrc-eng-dst-kb3308xk,hwrc-trans-05,,,,,,,,,,,4/10/2021
,hwrc-eng-dst-kb3400xa,hwrc-trans-01,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-dst-kb3400xa,hwrc-trans-02,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-dst-kb3400xa,hwrc-trans-03,1,,0,0,,,1.8 m,1.2 m,,hwrc-trans-01,11/10/2021
,hwrc-eng-dst-kb3400xa,hwrc-trans-04,0,,,,,,,,,,11/10/2021
,hwrc-eng-dst-kb3400xa,hwrc-trans-05,,,,,,,,,,,4/10/2021
,hwrc-eng-dst-kb3400ku,hwrc-trans-01,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-dst-kb3400ku,hwrc-trans-02,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-dst-kb3400ku,hwrc-trans-03,1,,0,0,,,1.8 m,1.2 m,,hwrc-trans-01,11/10/2021
,hwrc-eng-dst-kb3400ku,hwrc-trans-04,0,,,,,,,,,,11/10/2021
,hwrc-eng-dst-kb3400ku,hwrc-trans-05,,,,,,,,,,,4/10/2021
,hwrc-eng-dst-kb3400fp,hwrc-trans-01,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-dst-kb3400fp,hwrc-trans-02,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-dst-kb3400fp,hwrc-trans-03,1,,0,0,,,1.8 m,1.2 m,,hwrc-trans-01,11/10/2021
,hwrc-eng-dst-kb3400fp,hwrc-trans-04,0,,,,,,,,,,11/10/2021
,hwrc-eng-dst-kb3400fp,hwrc-trans-05,,,,,,,,,,,4/10/2021
,hwrc-eng-dst-kb3309gw,hwrc-trans-01,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-dst-kb3309gw,hwrc-trans-02,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-dst-kb3309gw,hwrc-trans-03,1,,0,0,,,1.8 m,1.2 m,,hwrc-trans-01,11/10/2021
,hwrc-eng-dst-kb3309gw,hwrc-trans-04,0,,,,,,,,,,11/10/2021
,hwrc-eng-dst-kb3309gw,hwrc-trans-05,,,,,,,,,,,4/10/2021
,hwrc-eng-dst-xp3493fk,hwrc-trans-01,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-dst-xp3493fk,hwrc-trans-02,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-dst-xp3493fk,hwrc-trans-03,1,,0,0,,,1.8 m,1.2 m,,hwrc-trans-01,11/10/2021
,hwrc-eng-dst-xp3493fk,hwrc-trans-04,0,,,,,,,,,,11/10/2021
,hwrc-eng-dst-xp3493fk,hwrc-trans-05,,,,,,,,,,,4/10/2021
,hwrc-eng-dst-kb3309xh,hwrc-trans-01,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-dst-kb3309xh,hwrc-trans-02,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-dst-kb3309xh,hwrc-trans-03,1,,0,0,,,1.8 m,1.2 m,,hwrc-trans-01,11/10/2021
,hwrc-eng-dst-kb3309xh,hwrc-trans-04,0,,,,,,,,,,11/10/2021
,hwrc-eng-dst-kb3309xh,hwrc-trans-05,,,,,,,,,,,4/10/2021
,hwrc-eng-dst-kb3309fv,hwrc-trans-01,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-dst-kb3309fv,hwrc-trans-02,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-dst-kb3309fv,hwrc-trans-03,1,,0,0,,,1.8 m,1.2 m,,hwrc-trans-01,11/10/2021
,hwrc-eng-dst-kb3309fv,hwrc-trans-04,0,,,,,,,,,,11/10/2021
,hwrc-eng-dst-kb3309fv,hwrc-trans-05,,,,,,,,,,,4/10/2021
,hwrc-eng-bpc-up3093fy,hwrc-trans-01,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-bpc-up3093fy,hwrc-trans-02,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-bpc-up3093fy,hwrc-trans-03,1,,0,0,,,1.8 m,1.2 m,,hwrc-trans-01,11/10/2021
,hwrc-eng-bpc-up3093fy,hwrc-trans-04,0,,,,,,,,,,11/10/2021
,hwrc-eng-bpc-up3093fy,hwrc-trans-05,1,,0,0,,,,,,,4/10/2021
,hwrc-eng-bpc-ap3997hu,hwrc-trans-01,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-bpc-ap3997hu,hwrc-trans-02,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-bpc-ap3997hu,hwrc-trans-03,1,,0,0,,,1.8 m,1.2 m,,hwrc-trans-01,11/10/2021
,hwrc-eng-bpc-ap3997hu,hwrc-trans-04,0,,,,,,,,,,11/10/2021
,hwrc-eng-bpc-ap3997hu,hwrc-trans-05,1,,0,0,,,,,,,4/10/2021
,hwrc-eng-bpc-kb3309ha,hwrc-trans-01,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-bpc-kb3309ha,hwrc-trans-02,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-bpc-kb3309ha,hwrc-trans-03,1,,0,0,,,1.8 m,1.2 m,,hwrc-trans-01,11/10/2021
,hwrc-eng-bpc-kb3309ha,hwrc-trans-04,0,,,,,,,,,,11/10/2021
,hwrc-eng-bpc-kb3309ha,hwrc-trans-05,1,,0,0,,,,,,,4/10/2021
,hwrc-eng-wil-kp3093ff,hwrc-trans-01,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-wil-kp3093ff,hwrc-trans-02,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-wil-kp3093ff,hwrc-trans-03,1,,0,0,,,1.8 m,,,,11/10/2021
,hwrc-eng-wil-kp3093ff,hwrc-trans-04,1,,1,0,,,3.0 m,,,,11/10/2021
,hwrc-eng-wil-kp3093ff,hwrc-trans-05,,,,,,,,,,,4/10/2021
,hwrc-eng-wil-fb3505mn,hwrc-trans-01,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-wil-fb3505mn,hwrc-trans-02,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-wil-fb3505mn,hwrc-trans-03,1,,0,0,,,1.8 m,,,,11/10/2021
,hwrc-eng-wil-fb3505mn,hwrc-trans-04,1,,1,0,,,3.0 m,,,,11/10/2021
,hwrc-eng-wil-fb3505mn,hwrc-trans-05,,,,,,,,,,,4/10/2021
,hwrc-eng-wil-bb3330af,hwrc-trans-01,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-wil-bb3330af,hwrc-trans-02,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-wil-bb3330af,hwrc-trans-03,1,,0,0,,,1.8 m,,,,11/10/2021
,hwrc-eng-wil-bb3330af,hwrc-trans-04,1,,1,0,,,3.0 m,,,,11/10/2021
,hwrc-eng-wil-bb3330af,hwrc-trans-05,,,,,,,,,,,4/10/2021
,hwrc-eng-wil-fb3506gh,hwrc-trans-01,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-wil-fb3506gh,hwrc-trans-02,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-wil-fb3506gh,hwrc-trans-03,1,,0,0,,,1.8 m,,,,11/10/2021
,hwrc-eng-wil-fb3506gh,hwrc-trans-04,1,,1,0,,,3.0 m,,,,11/10/2021
,hwrc-eng-wil-fb3506gh,hwrc-trans-05,,,,,,,,,,,4/10/2021
,hwrc-eng-wil-fb3505xb,hwrc-trans-01,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-wil-fb3505xb,hwrc-trans-02,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-wil-fb3505xb,hwrc-trans-03,1,,0,0,,,1.8 m,,,,11/10/2021
,hwrc-eng-wil-fb3505xb,hwrc-trans-04,1,,1,0,,,3.0 m,,,,11/10/2021
,hwrc-eng-wil-fb3505xb,hwrc-trans-05,,,,,,,,,,,4/10/2021
,hwrc-eng-wil-yp3199en,hwrc-trans-01,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-wil-yp3199en,hwrc-trans-02,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-wil-yp3199en,hwrc-trans-03,1,,0,0,,,1.8 m,,,,11/10/2021
,hwrc-eng-wil-yp3199en,hwrc-trans-04,1,,1,0,,,3.0 m,,,,11/10/2021
,hwrc-eng-wil-yp3199en,hwrc-trans-05,,,,,,,,,,,4/10/2021
,hwrc-eng-wil-fb3505uj,hwrc-trans-01,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-wil-fb3505uj,hwrc-trans-02,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-wil-fb3505uj,hwrc-trans-03,1,,0,0,,,1.8 m,,,,11/10/2021
,hwrc-eng-wil-fb3505uj,hwrc-trans-04,1,,1,0,,,3.0 m,,,,11/10/2021
,hwrc-eng-wil-fb3505uj,hwrc-trans-05,,,,,,,,,,,4/10/2021
,hwrc-eng-wil-fb3506cx,hwrc-trans-01,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-wil-fb3506cx,hwrc-trans-02,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-wil-fb3506cx,hwrc-trans-03,1,,0,0,,,1.8 m,,,,11/10/2021
,hwrc-eng-wil-fb3506cx,hwrc-trans-04,1,,1,0,,,3.0 m,,,,11/10/2021
,hwrc-eng-wil-fb3506cx,hwrc-trans-05,,,,,,,,,,,4/10/2021
,hwrc-eng-wil-fb3506ft,hwrc-trans-01,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-wil-fb3506ft,hwrc-trans-02,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-wil-fb3506ft,hwrc-trans-03,1,,0,0,,,1.8 m,,,,11/10/2021
,hwrc-eng-wil-fb3506ft,hwrc-trans-04,1,,1,0,,,3.0 m,,,,11/10/2021
,hwrc-eng-wil-fb3506ft,hwrc-trans-05,,,,,,,,,,,4/10/2021
,hwrc-eng-wil-fb3506hf,hwrc-trans-01,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-wil-fb3506hf,hwrc-trans-02,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-wil-fb3506hf,hwrc-trans-03,1,,0,0,,,1.8 m,,,,11/10/2021
,hwrc-eng-wil-fb3506hf,hwrc-trans-04,1,,1,0,,,3.0 m,,,,11/10/2021
,hwrc-eng-wil-fb3506hf,hwrc-trans-05,,,,,,,,,,,4/10/2021
,hwrc-eng-ham-db3900mh,hwrc-trans-01,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,2.0 m,,,,,8/10/2021
,hwrc-eng-ham-db3900mh,hwrc-trans-02,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,,,3.5 t,,8/10/2021
,hwrc-eng-ham-db3900mh,hwrc-trans-03,0,,,,,,,,,,11/10/2021
,hwrc-eng-ham-db3900mh,hwrc-trans-04,0,,,,,,,,,,11/10/2021
,hwrc-eng-ham-db3900mh,hwrc-trans-05,,,,,,,,,,,8/10/2021
,hwrc-eng-ham-db3901kh,hwrc-trans-01,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,1.75 m,,,,,8/10/2021
,hwrc-eng-ham-db3901kh,hwrc-trans-02,0,,,,,,,,,,8/10/2021
,hwrc-eng-ham-db3901kh,hwrc-trans-03,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,1.8 m,,,hwrc-trans-01,11/10/2021
,hwrc-eng-ham-db3901kh,hwrc-trans-04,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,3.0 m,,3.5 t,hwrc-trans-01,11/10/2021
,hwrc-eng-ham-db3901kh,hwrc-trans-05,,,,,,,,,,,8/10/2021
,hwrc-eng-ham-db3901sa,hwrc-trans-01,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,2.0 m,,,,,8/10/2021
,hwrc-eng-ham-db3901sa,hwrc-trans-02,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,,,3.5 t,,8/10/2021
,hwrc-eng-ham-db3901sa,hwrc-trans-03,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,1.8 m,,,hwrc-trans-01,11/10/2021
,hwrc-eng-ham-db3901sa,hwrc-trans-04,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,3.0 m,,3.5 t,hwrc-trans-01,11/10/2021
,hwrc-eng-ham-db3901sa,hwrc-trans-05,,,,,,,,,,,8/10/2021
,hwrc-eng-ham-db3901ud,hwrc-trans-01,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,2.0 m,,,,,8/10/2021
,hwrc-eng-ham-db3901ud,hwrc-trans-02,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,,,3.5 t,,8/10/2021
,hwrc-eng-ham-db3901ud,hwrc-trans-03,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,1.8 m,,,hwrc-trans-01,11/10/2021
,hwrc-eng-ham-db3901ud,hwrc-trans-04,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,3.0 m,,3.5 t,hwrc-trans-01,11/10/2021
,hwrc-eng-ham-db3901ud,hwrc-trans-05,,,,,,,,,,,8/10/2021
,hwrc-eng-ham-db3901tr,hwrc-trans-01,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,2.0 m,,,,,8/10/2021
,hwrc-eng-ham-db3901tr,hwrc-trans-02,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,,,3.5 t,,8/10/2021
,hwrc-eng-ham-db3901tr,hwrc-trans-03,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,1.8 m,,,hwrc-trans-01,11/10/2021
,hwrc-eng-ham-db3901tr,hwrc-trans-04,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,3.0 m,,3.5 t,hwrc-trans-01,11/10/2021
,hwrc-eng-ham-db3901tr,hwrc-trans-05,,,,,,,,,,,8/10/2021
,hwrc-eng-ham-db3902gk,hwrc-trans-01,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,2.0 m,,,,,8/10/2021
,hwrc-eng-ham-db3902gk,hwrc-trans-02,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,,,3.5 t,,8/10/2021
,hwrc-eng-ham-db3902gk,hwrc-trans-03,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,1.8 m,,,hwrc-trans-01,11/10/2021
,hwrc-eng-ham-db3902gk,hwrc-trans-04,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,3.0 m,,3.5 t,hwrc-trans-01,11/10/2021
,hwrc-eng-ham-db3902gk,hwrc-trans-05,,,,,,,,,,,8/10/2021
,hwrc-eng-ham-db3902xb,hwrc-trans-01,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,2.0 m,,,,,8/10/2021
,hwrc-eng-ham-db3902xb,hwrc-trans-02,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,,,3.5 t,,8/10/2021
,hwrc-eng-ham-db3902xb,hwrc-trans-03,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,1.8 m,,,hwrc-trans-01,11/10/2021
,hwrc-eng-ham-db3902xb,hwrc-trans-04,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,3.0 m,,3.5 t,hwrc-trans-01,11/10/2021
,hwrc-eng-ham-db3902xb,hwrc-trans-05,,,,,,,,,,,8/10/2021
,hwrc-eng-ham-db3900ua,hwrc-trans-01,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,2.0 m,,,,,8/10/2021
,hwrc-eng-ham-db3900ua,hwrc-trans-02,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,,,3.5 t,,8/10/2021
,hwrc-eng-ham-db3900ua,hwrc-trans-03,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,1.8 m,,,hwrc-trans-01,11/10/2021
,hwrc-eng-ham-db3900ua,hwrc-trans-04,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,3.0 m,,3.5 t,hwrc-trans-01,11/10/2021
,hwrc-eng-ham-db3900ua,hwrc-trans-05,,,,,,,,,,,8/10/2021
,hwrc-eng-ham-db3903ft,hwrc-trans-01,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,2.0 m,,,,,8/10/2021
,hwrc-eng-ham-db3903ft,hwrc-trans-02,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,,,3.5 t,,8/10/2021
,hwrc-eng-ham-db3903ft,hwrc-trans-03,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,1.8 m,,,hwrc-trans-01,11/10/2021
,hwrc-eng-ham-db3903ft,hwrc-trans-04,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,3.0 m,,3.5 t,hwrc-trans-01,11/10/2021
,hwrc-eng-ham-db3903ft,hwrc-trans-05,,,,,,,,,,,8/10/2021
,hwrc-eng-ham-db3901cs,hwrc-trans-01,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,2.0 m,,,,,8/10/2021
,hwrc-eng-ham-db3901cs,hwrc-trans-02,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,,,3.5 t,,8/10/2021
,hwrc-eng-ham-db3901cs,hwrc-trans-03,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,1.8 m,,,hwrc-trans-01,11/10/2021
,hwrc-eng-ham-db3901cs,hwrc-trans-04,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,3.0 m,,3.5 t,hwrc-trans-01,11/10/2021
,hwrc-eng-ham-db3901cs,hwrc-trans-05,,,,,,,,,,,8/10/2021
,hwrc-eng-ham-db3903hf,hwrc-trans-01,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,2.0 m,,,,,8/10/2021
,hwrc-eng-ham-db3903hf,hwrc-trans-02,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,,,3.5 t,,8/10/2021
,hwrc-eng-ham-db3903hf,hwrc-trans-03,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,1.8 m,,,hwrc-trans-01,11/10/2021
,hwrc-eng-ham-db3903hf,hwrc-trans-04,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,3.0 m,,3.5 t,hwrc-trans-01,11/10/2021
,hwrc-eng-ham-db3903hf,hwrc-trans-05,,,,,,,,,,,8/10/2021
