Id,HWRC,transportType,accessAllowed,openingHours,permitRequired,bookingRequired,bookingURL,maxHeight,maxLength,maxWidth,maxWeight,trailerCombinedWith,dateUpdated
,hwrc-eng-som-dp3293ln,small vehicle,1,,0,0,,2.0 m,,,,,1/10/2021
,hwrc-eng-som-dp3293ln,large vehicle,1,,1,0,,,,,3.5 t,,1/10/2021
,hwrc-eng-som-dp3293ln,trailer,1,,1,0,,,3.0 m,,,small vehicle,4/10/2021
,hwrc-eng-som-dp3293ln,pedestrian,0,,,,,,,,,,1/10/2021
,hwrc-eng-som-hp3690fn,small vehicle,1,,0,0,,2.0 m,,,,,1/10/2021
,hwrc-eng-som-hp3690fn,large vehicle,1,,1,0,,,,,3.5 t,,1/10/2021
,hwrc-eng-som-hp3690fn,trailer,1,,1,0,,,3.0 m,,,small vehicle,4/10/2021
,hwrc-eng-som-hp3690fn,pedestrian,0,,,,,,,,,,1/10/2021
,hwrc-eng-dst-ap3897hl,small vehicle,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-dst-ap3897hl,large vehicle,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-dst-ap3897hl,trailer,1,,0,0,,,1.8 m,1.2 m,,small vehicle,4/10/2021
,hwrc-eng-dst-ap3897hl,pedestrian,,,,,,,,,,,4/10/2021
,hwrc-eng-dst-kb3400cy,small vehicle,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-dst-kb3400cy,large vehicle,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-dst-kb3400cy,trailer,1,,0,0,,,1.8 m,1.2 m,,small vehicle,4/10/2021
,hwrc-eng-dst-kb3400cy,pedestrian,,,,,,,,,,,4/10/2021
,hwrc-eng-dst-kb3308xk,small vehicle,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-dst-kb3308xk,large vehicle,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-dst-kb3308xk,trailer,1,,0,0,,,1.8 m,1.2 m,,small vehicle,4/10/2021
,hwrc-eng-dst-kb3308xk,pedestrian,,,,,,,,,,,4/10/2021
,hwrc-eng-dst-kb3400xa,small vehicle,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-dst-kb3400xa,large vehicle,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-dst-kb3400xa,trailer,1,,0,0,,,1.8 m,1.2 m,,small vehicle,4/10/2021
,hwrc-eng-dst-kb3400xa,pedestrian,,,,,,,,,,,4/10/2021
,hwrc-eng-dst-kb3400ku,small vehicle,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-dst-kb3400ku,large vehicle,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-dst-kb3400ku,trailer,1,,0,0,,,1.8 m,1.2 m,,small vehicle,4/10/2021
,hwrc-eng-dst-kb3400ku,pedestrian,,,,,,,,,,,4/10/2021
,hwrc-eng-dst-kb3400fp,small vehicle,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-dst-kb3400fp,large vehicle,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-dst-kb3400fp,trailer,1,,0,0,,,1.8 m,1.2 m,,small vehicle,4/10/2021
,hwrc-eng-dst-kb3400fp,pedestrian,,,,,,,,,,,4/10/2021
,hwrc-eng-dst-kb3309gw,small vehicle,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-dst-kb3309gw,large vehicle,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-dst-kb3309gw,trailer,1,,0,0,,,1.8 m,1.2 m,,small vehicle,4/10/2021
,hwrc-eng-dst-kb3309gw,pedestrian,,,,,,,,,,,4/10/2021
,hwrc-eng-dst-xp3493fk,small vehicle,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-dst-xp3493fk,large vehicle,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-dst-xp3493fk,trailer,1,,0,0,,,1.8 m,1.2 m,,small vehicle,4/10/2021
,hwrc-eng-dst-xp3493fk,pedestrian,,,,,,,,,,,4/10/2021
,hwrc-eng-dst-kb3309xh,small vehicle,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-dst-kb3309xh,large vehicle,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-dst-kb3309xh,trailer,1,,0,0,,,1.8 m,1.2 m,,small vehicle,4/10/2021
,hwrc-eng-dst-kb3309xh,pedestrian,,,,,,,,,,,4/10/2021
,hwrc-eng-dst-kb3309fv,small vehicle,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-dst-kb3309fv,large vehicle,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-dst-kb3309fv,trailer,1,,0,0,,,1.8 m,1.2 m,,small vehicle,4/10/2021
,hwrc-eng-dst-kb3309fv,pedestrian,,,,,,,,,,,4/10/2021
,hwrc-eng-bpc-up3093fy,small vehicle,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-bpc-up3093fy,large vehicle,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-bpc-up3093fy,trailer,0,,,,,,,,,,4/10/2021
,hwrc-eng-bpc-up3093fy,pedestrian,1,,0,0,,,,,,,4/10/2021
,hwrc-eng-bpc-ap3997hu,small vehicle,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-bpc-ap3997hu,large vehicle,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-bpc-ap3997hu,trailer,0,,,,,,,,,,
,hwrc-eng-bpc-ap3997hu,pedestrian,1,,0,0,,,,,,,4/10/2021
,hwrc-eng-bpc-kb3309ha,small vehicle,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-bpc-kb3309ha,large vehicle,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-bpc-kb3309ha,trailer,0,,,,,,,,,,
,hwrc-eng-bpc-kb3309ha,pedestrian,1,,0,0,,,,,,,4/10/2021
,hwrc-eng-wil-kp3093ff,small vehicle,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-wil-kp3093ff,large vehicle,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-wil-kp3093ff,trailer,1,,1,0,,,3.0 m,,,,4/10/2021
,hwrc-eng-wil-kp3093ff,pedestrian,,,,,,,,,,,4/10/2021
,hwrc-eng-wil-fb3505mn,small vehicle,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-wil-fb3505mn,large vehicle,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-wil-fb3505mn,trailer,1,,1,0,,,3.0 m,,,,4/10/2021
,hwrc-eng-wil-fb3505mn,pedestrian,,,,,,,,,,,4/10/2021
,hwrc-eng-wil-bb3330af,small vehicle,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-wil-bb3330af,large vehicle,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-wil-bb3330af,trailer,1,,1,0,,,3.0 m,,,,4/10/2021
,hwrc-eng-wil-bb3330af,pedestrian,,,,,,,,,,,4/10/2021
,hwrc-eng-wil-fb3506gh,small vehicle,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-wil-fb3506gh,large vehicle,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-wil-fb3506gh,trailer,1,,1,0,,,3.0 m,,,,4/10/2021
,hwrc-eng-wil-fb3506gh,pedestrian,,,,,,,,,,,4/10/2021
,hwrc-eng-wil-fb3505xb,small vehicle,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-wil-fb3505xb,large vehicle,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-wil-fb3505xb,trailer,1,,1,0,,,3.0 m,,,,4/10/2021
,hwrc-eng-wil-fb3505xb,pedestrian,,,,,,,,,,,4/10/2021
,hwrc-eng-wil-yp3199en,small vehicle,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-wil-yp3199en,large vehicle,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-wil-yp3199en,trailer,1,,1,0,,,3.0 m,,,,4/10/2021
,hwrc-eng-wil-yp3199en,pedestrian,,,,,,,,,,,4/10/2021
,hwrc-eng-wil-fb3505uj,small vehicle,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-wil-fb3505uj,large vehicle,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-wil-fb3505uj,trailer,1,,1,0,,,3.0 m,,,,4/10/2021
,hwrc-eng-wil-fb3505uj,pedestrian,,,,,,,,,,,4/10/2021
,hwrc-eng-wil-fb3506cx,small vehicle,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-wil-fb3506cx,large vehicle,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-wil-fb3506cx,trailer,1,,1,0,,,3.0 m,,,,4/10/2021
,hwrc-eng-wil-fb3506cx,pedestrian,,,,,,,,,,,4/10/2021
,hwrc-eng-wil-fb3506ft,small vehicle,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-wil-fb3506ft,large vehicle,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-wil-fb3506ft,trailer,1,,1,0,,,3.0 m,,,,4/10/2021
,hwrc-eng-wil-fb3506ft,pedestrian,,,,,,,,,,,4/10/2021
,hwrc-eng-wil-fb3506hf,small vehicle,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-wil-fb3506hf,large vehicle,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-wil-fb3506hf,trailer,1,,1,0,,,3.0 m,,,,4/10/2021
,hwrc-eng-wil-fb3506hf,pedestrian,,,,,,,,,,,4/10/2021
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,hwrc-sct-abd-wmln0020214,small vehicle,1,,,,,2.0 m,,,,,24/09/2021
,hwrc-sct-abd-wmln0020214,large vehicle,1,,,,,,,,3.5 t,,24/09/2021
,hwrc-sct-abd-wmln0020214,trailer,1,,,,,,3.0 m,,,,4/10/2021
,hwrc-sct-abd-wmln0020214,pedestrian,1,"Mo,Fr, Sa, Su 12:00-12:30",,,,,,,,,24/09/2021
,hwrc-sct-abd-wmll1018935,small vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,2.0 m,,,,,24/09/2021
,hwrc-sct-abd-wmll1018935,large vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,,,3.5 t,,24/09/2021
,hwrc-sct-abd-wmll1018935,trailer,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,3.0 m,,,,4/10/2021
,hwrc-sct-abd-wmll1018935,pedestrian,0,,,,,,,,,,24/09/2021
,hwrc-sct-abd-wmll1155721,small vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,2.0 m ,,,,,24/09/2021
,hwrc-sct-abd-wmll1155721,large vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,,,3.5 t,,24/09/2021
,hwrc-sct-abd-wmll1155721,trailer,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,3.0 m,,,,4/10/2021
,hwrc-sct-abd-wmll1155721,pedestrian,0,,,,,,,,,,24/09/2021
,hwrc-sct-abd-wmll1155721,small vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,2.0 m,,,,,24/09/2021
,hwrc-sct-abd-wmll1155721,large vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,,,3.5 t,,24/09/2021
,hwrc-sct-abd-wmll1155721,trailer,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,3.0 m,,,,4/10/2021
,hwrc-sct-abd-wmll1155721,pedestrian,1,Mo-Su 12:00-12:30,,,,,,,,,24/09/2021
,hwrc-sct-abd-wmln0020025,small vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,2.0 m,,,,,24/09/2021
,hwrc-sct-abd-wmln0020025,large vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,,,3.5 t,,24/09/2021
,hwrc-sct-abd-wmln0020025,trailer,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,3.0 m,,,,4/10/2021
,hwrc-sct-abd-wmln0020025,pedestrian,1,Mo-Su 12:00-12:30,,,,,,,,,24/09/2021
,hwrc-sct-abd-wmln0020029,small vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,2.0 m,,,,,24/09/2021
,hwrc-sct-abd-wmln0020029,large vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,,,3.5 t,,24/09/2021
,hwrc-sct-abd-wmln0020029,trailer,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,3.0 m,,,,4/10/2021
,hwrc-sct-abd-wmln0020029,pedestrian,1,"Tu, Sa 12:00-12:30",,,,,,,,,24/09/2021
,hwrc-sct-abd-wmln0020027,small vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,2.0 m,,,,,30/09/2021
,hwrc-sct-abd-wmln0020027,large vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,,,3.5 t,,30/09/2021
,hwrc-sct-abd-wmln0020027,trailer,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,3.0 m,,,,4/10/2021
,hwrc-sct-abd-wmln0020027,pedestrian,0,,,,,,,,,,30/09/2021
,hwrc-sct-abd-wmle0220219,small vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,2.0 m,,,,,30/09/2021
,hwrc-sct-abd-wmle0220219,large vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,,,3.5 t,,30/09/2021
,hwrc-sct-abd-wmle0220219,trailer,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,3.0 m,,,,4/10/2021
,hwrc-sct-abd-wmle0220219,pedestrian,1,Mo-Su 12:00-12:30,,,,,,,,,30/09/2021
,hwrc-sct-abd-wmll1169623,small vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,2.0 m,,,,,30/09/2021
,hwrc-sct-abd-wmll1169623,large vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,,,3.5 t,,30/09/2021
,hwrc-sct-abd-wmll1169623,trailer,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,3.0 m,,,,4/10/2021
,hwrc-sct-abd-wmll1169623,pedestrian,0,,,,,,,,,,30/09/2021
,hwrc-sct-abd-wmln0020034,small vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,2.0 m,,,,,30/09/2021
,hwrc-sct-abd-wmln0020034,large vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,,,3.5 t,,30/09/2021
,hwrc-sct-abd-wmln0020034,trailer,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,3.0 m,,,,4/10/2021
,hwrc-sct-abd-wmln0020034,pedestrian,0,,,,,,,,,,30/09/2021
,hwrc-sct-abd-wmll1148211,small vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,2.0 m,,,,,30/09/2021
,hwrc-sct-abd-wmll1148211,large vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,,,3.5 t,,30/09/2021
,hwrc-sct-abd-wmll1148211,trailer,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,3.0 m,,,,4/10/2021
,hwrc-sct-abd-wmll1148211,pedestrian,0,,,,,,,,,,30/09/2021
,hwrc-sct-abd-wmln0020038,small vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,2.0 m,,,,,30/09/2021
,hwrc-sct-abd-wmln0020038,large vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,,,3.5 t,,30/09/2021
,hwrc-sct-abd-wmln0020038,trailer,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,3.0 m,,,,4/10/2021
,hwrc-sct-abd-wmln0020038,pedestrian,1,"Tu, Sa 12:00-12:30",,,,,,,,,30/09/2021
,hwrc-sct-abd-wmln0220298,small vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,2.0 m,,,,,30/09/2021
,hwrc-sct-abd-wmln0220298,large vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,,,3.5 t,,30/09/2021
,hwrc-sct-abd-wmln0220298,trailer,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,3.0 m,,,,4/10/2021
,hwrc-sct-abd-wmln0220298,pedestrian,0,,,,,,,,,,30/09/2021
,hwrc-sct-abd-wmln0020035,small vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,2.0 m,,,,,30/09/2021
,hwrc-sct-abd-wmln0020035,large vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,,,3.5 t,,30/09/2021
,hwrc-sct-abd-wmln0020035,trailer,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,3.0 m,,,,4/10/2021
,hwrc-sct-abd-wmln0020035,pedestrian,1,Mo-Su 12:00-12:30,,,,,,,,,30/09/2021
,hwrc-sct-abd-wmln0020212,small vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,2.0 m,,,,,30/09/2021
,hwrc-sct-abd-wmln0020212,large vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,,,3.5 t,,30/09/2021
,hwrc-sct-abd-wmln0020212,trailer,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,3.0 m,,,,4/10/2021
,hwrc-sct-abd-wmln0020212,pedestrian,1,Mo-Su 12:00-12:30,,,,,,,,,30/09/2021
